,speech,Topic,Name,Representation,Top_n_words,Probability,Representative_document,speech_id
27152,Mr. President. I rise to introduce the Chemical Security Act of 1999. a bill which will address the threat of criminal attack on chemical facilities. The FBI and the Agency for Toxic Substances and Disease Registry have warned us that the possibility of terrorist and criminal attacks on chemical plants is a serious threat to public safety. The scenarios they describe are truly chilling. The concerns about criminal attack on chemical plants were initially raised in the context of Internet access to chemical accident information. Some were concerned that criminals could use chemical accident information. gained through the Internet. to target their attacks. In response. we will soon send a bill to the President that will balance the benefits of public access to chemical accident information against the threat of criminal attack. However. Mr. President. the underlying issue is not Internet access to such - informationno resourceful criminal needs the Internet to find a chemical plant to attack. A chemical plant target can be found by driving through neighborhood. reading a city map. or accessing information already available from government and business sources. The real issue is the vulnerability of chemical facilities to attacka vulnerability which can arise from a lack of adequate security at chemical facilities. as well as the use of inherently hazardous chemical operations. even when safer technologies are available. The Chemical Security Act of 1999 will directly address the potential danger of criminal attack on chemical facilities. First. the Act will clarify that it is the general duty of chemical facilities under the Clean Air Act to reduce their own vulnerability to criminal attack. Second. it will require the Attorney General. within one year. to determine whether chemical facilities are taking adequate measures to reduce their vulnerability to criminal attacks that could cause substantial. harm to public health. safety. and environment. Third. if the Attorney General finds that chemical facilities are not taking such actions. the Act will require the Attorney General. in consultation with the Environmental Protection Agency. within two years. to promulgate regulations requiring appropriate measures to detect. prevent. and minimize the consequences of such criminal attack. Mr. President. the American public has the right to chemical facilities that are safe from criminal attack. I urge my colleagues to cosponsor this legislation.*,2855,2855_chemical_facilities_plants_chemicals,"['chemical', 'facilities', 'plants', 'chemicals', 'cfats', '4007', 'vulnerability', 'dhs', 'plant', 'vulnerabilities']",chemical - facilities - plants - chemicals - cfats - 4007 - vulnerability - dhs - plant - vulnerabilities,0.94136402,TRUE,1060070460
28626,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.881736435,TRUE,1060051586
29243,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.951950899,TRUE,1060109869
33484,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.877276977,TRUE,1060022854
34575,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.333761195,TRUE,1060039914
35317,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.073735602,TRUE,1060091215
36214,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.946903953,TRUE,1060097779
36757,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1060051598
37060,Object.,4476,4476_drones_drone_peeping_object,"['drones', 'drone', 'peeping', 'object', 'trampoline', 'hovered', 'spying', 'snooping', 'spy', 'scifi']",drones - drone - peeping - object - trampoline - hovered - spying - snooping - spy - scifi,1,TRUE,1060095840
37708,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.837089079,TRUE,1060086174
39399,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.875231716,TRUE,1060099595
39526,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.315517676,TRUE,1060050206
